  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
   12.88876     ,
   15.34056     ,
   18.33352     ,
   34.84117     ,
   62.18892     ,
   71.98997     ,
   73.18594     ,
   72.54166     ,
   61.05205     ,
   44.24327     ,
   42.40087     ,
   69.11015     ,
   124.5627     ,
   182.1225     ,
   218.3139     ,
   239.4362     ,
   249.7956     ,
   252.1687     ,
   246.9869     ,
   241.5753     ,
   247.0964     ,
   271.9495     ,
   314.9029     ,
   364.8289     ,
   406.4217     ,
   429.0781     ,
   430.6884     ,
   415.8182     ,
   392.2026     ,
   366.7569     ,
   343.1732     ,
   323.5399     ,
   310.9976     ,
   305.2913     ,
   299.9423     ,
   287.7801     ,
   272.2352     ,
   259.4834     ,
   252.2323     ,
   249.6725     ,
   250.2353     ,
   253.3285     ,
   259.7353     ,
   270.6642     ,
   284.9429     ,
   297.6193     ,
   303.1451     ,
   299.4487     ,
   288.0617     ,
   273.0758     ,
   259.6906     ,
   251.1825     ,
   247.9229     ,
   248.6979     ,
   251.7579     ,
   255.1400     ,
   256.8367     ,
   256.3219     ,
   254.8471     ,
   253.3491     ,
   251.3130     ,
   247.3154     ,
   240.5073     ,
   231.5271     ,
   221.7588     ,
   212.5105     ,
   204.6179     ,
   198.2650     ,
   193.5609     ,
   190.9762     ,
   190.5837     ,
   191.4081     ,
   192.1406     ,
   192.0952     ,
   191.1311     ,
   189.3902     ,
   187.1157     ,
   184.5517     ,
   181.8965     ,
   179.2846     ,
   176.7781     ,
   174.3848     ,
   172.0853     ,
   169.8524     ,
   167.6611     ,
   165.4927     ,
   163.3336     ,
   161.1747     ,
   159.0138     ,
   156.8527     ,
   154.6935     ,
   152.5367     ,
   150.3832     ,
   148.2334     ,
   146.0894     ,
   143.9528     ,
   141.8259     ,
