  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
   2.204447     ,
   11.79588     ,
   21.50437     ,
   31.34628     ,
   41.33733     ,
   51.49175     ,
   61.82404     ,
   72.35030     ,
   83.08527     ,
   94.03395     ,
   105.1951     ,
   116.5649     ,
   128.1321     ,
   139.8827     ,
   151.8021     ,
   163.8771     ,
   176.1001     ,
   188.4647     ,
   200.9546     ,
   213.5405     ,
   226.1973     ,
   238.9016     ,
   251.6320     ,
   264.3759     ,
   277.1215     ,
   289.8501     ,
   302.5294     ,
   315.1326     ,
   327.6322     ,
   339.9935     ,
   352.1835     ,
   364.1702     ,
   375.9278     ,
   387.4409     ,
   398.7011     ,
   409.7041     ,
   420.4489     ,
   430.9359     ,
   441.1631     ,
   451.1162     ,
   460.7736     ,
   470.1098     ,
   479.1087     ,
   487.7617     ,
   496.0802     ,
   504.0869     ,
   511.7980     ,
   519.2288     ,
   526.3886     ,
   533.2672     ,
   539.8543     ,
   546.1407     ,
   552.1179     ,
   557.7822     ,
   563.1343     ,
   568.1781     ,
   572.9184     ,
   577.3610     ,
