  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  2.0240233E-03 ,
  2.3575203E-02 ,
  5.6988236E-02 ,
  0.1046659     ,
  0.1690112     ,
  0.2524267     ,
  0.3573155     ,
  0.4870073     ,
  0.6483945     ,
  0.8492255     ,
   1.097248     ,
   1.400211     ,
   1.765863     ,
   2.201950     ,
   2.716223     ,
   3.316428     ,
   4.010315     ,
   4.805484     ,
   5.708979     ,
   6.727708     ,
   7.868581     ,
   9.138511     ,
   10.54440     ,
   12.09317     ,
   13.79172     ,
   15.64696     ,
   17.66581     ,
   19.85432     ,
   22.21534     ,
   24.75097     ,
   27.46329     ,
   30.35442     ,
   33.42644     ,
   36.68144     ,
   40.12152     ,
   43.74879     ,
   47.56532     ,
   51.57423     ,
   55.78239     ,
   60.19753     ,
   64.82740     ,
   69.67973     ,
   74.76230     ,
   80.08282     ,
   85.64905     ,
   91.46873     ,
   97.54960     ,
   103.8866     ,
   110.4277     ,
   117.1099     ,
   123.8701     ,
   130.6453     ,
   137.3726     ,
   143.9889     ,
   150.4312     ,
   156.6366     ,
   162.5420     ,
   168.0926     ,
   173.2633     ,
   178.0358     ,
   182.3918     ,
   186.3129     ,
   189.7810     ,
   192.7777     ,
   195.2848     ,
   197.2838     ,
   198.7567     ,
   199.6901     ,
   200.0900     ,
   199.9663     ,
   199.3291     ,
   198.1884     ,
   196.5542     ,
   194.4366     ,
   191.8456     ,
   188.7912     ,
   185.2833     ,
   181.3434     ,
   177.0325     ,
   172.4208     ,
   167.5786     ,
   162.5761     ,
   157.4834     ,
