  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  2.6641695E-02 ,
  6.5683812E-02 ,
  0.1192450     ,
  0.1894537     ,
  0.2784382     ,
  0.3836055     ,
  0.4840354     ,
  0.5543616     ,
  0.5692174     ,
  0.5032364     ,
  0.3310520     ,
  2.7297674E-02 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  3.7340369E-02 ,
   4.306920     ,
   9.915989     ,
   16.67657     ,
   24.33433     ,
   32.63496     ,
   41.32411     ,
   50.14747     ,
   58.85071     ,
   67.17951     ,
   74.87954     ,
   81.69647     ,
   87.44336     ,
   92.18707     ,
   96.05424     ,
   99.17148     ,
   101.6654     ,
   103.6627     ,
   105.2900     ,
   106.6738     ,
   107.9409     ,
   109.2178     ,
   110.6102     ,
   112.1453     ,
   113.8322     ,
   115.6797     ,
   117.6971     ,
   119.8931     ,
   122.2769     ,
   124.8575     ,
   127.6438     ,
   130.6448     ,
   133.8559     ,
   137.2211     ,
   140.6730     ,
   144.1442     ,
   147.5670     ,
   150.8741     ,
   153.9980     ,
   156.8710     ,
   159.4258     ,
   161.5948     ,
   163.3312     ,
   164.6635     ,
   165.6375     ,
   166.2989     ,
   166.6935     ,
   166.8671     ,
   166.8655     ,
   166.7344     ,
   166.5195     ,
   166.2667     ,
   166.0135     ,
   165.7672     ,
   165.5285     ,
   165.2981     ,
   165.0767     ,
   164.8648     ,
   164.6632     ,
   164.4724     ,
   164.2932     ,
   164.1261     ,
   163.9715     ,
   163.8282     ,
   163.6948     ,
   163.5699     ,
