  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
  0.0000000E+00 ,
   2.803783     ,
   15.27194     ,
   27.89217     ,
   40.68572     ,
   53.67307     ,
   66.87271     ,
   80.30347     ,
   93.98630     ,
   107.9404     ,
   122.1723     ,
   136.6805     ,
   151.4597     ,
   166.4959     ,
   181.7706     ,
   197.2647     ,
   212.9612     ,
   228.8503     ,
   244.9232     ,
   261.1595     ,
   277.5206     ,
   293.9740     ,
   310.4894     ,
   327.0388     ,
   343.6058     ,
   360.1752     ,
   376.7225     ,
   393.2061     ,
   409.5907     ,
   425.8410     ,
   441.9117     ,
   457.7599     ,
   473.3440     ,
   488.6305     ,
   503.5992     ,
   518.2391     ,
   532.5447     ,
   546.5146     ,
   560.1493     ,
   573.4465     ,
   586.3873     ,
   598.9440     ,
   611.0831     ,
   622.7839     ,
   634.0350     ,
   644.8512     ,
   655.2618     ,
   665.2881     ,
   674.9500     ,
   684.2595     ,
   693.2036     ,
   701.7687     ,
   709.9431     ,
   717.7154     ,
   725.0811     ,
   732.0408     ,
   738.5997     ,
   744.7641     ,
   750.5414     ,
   755.9375     ,
   760.9355     ,
   765.5164     ,
   769.6680     ,
   773.3813     ,
   776.6496     ,
   779.4733     ,
   781.8627     ,
   783.8343     ,
   785.4088     ,
   786.6046     ,
   787.4086     ,
   787.8005     ,
   787.7551     ,
   787.2487     ,
   786.2652     ,
   784.7951     ,
   782.8352     ,
   780.3862     ,
   777.4579     ,
   774.0543     ,
   770.1609     ,
